index,Fund,Acct-Type,Acct-Div,Acct-Dept,Summ-Acct,GL-Account,2019-Actual,2020-Actual,2021-Budget,2022-Recommend,2023-Forecast
951,101: City General,EXPENSES,Department of Public Works,101-508: Highway,50000: Total PERSONNEL SALARIES,HOLIDAY,133940,120901,0,0,0
952,101: City General,EXPENSES,Department of Public Works,101-508: Highway,50000: Total PERSONNEL SALARIES,LONGEVITY,54150,58592,57368,51574,52090
953,101: City General,EXPENSES,Department of Public Works,101-508: Highway,50000: Total PERSONNEL SALARIES,DIFFERENTIAL PAY,12630,12044,0,0,0
954,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,46553,48253,61284,61284,61284
955,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,220340,270467,244400,244400,244400
956,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,576451,588145,571996,612840,644892
957,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,177953,170359,190950,200634,202640
958,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,STIPENDS,0,0,0,0,0
959,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,184624,192373,184768,195520,204182
960,101: City General,EXPENSES,Department of Public Works,101-508: Highway,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,496174,480458,615313,706644,720777
961,101: City General,EXPENSES,Department of Public Works,101-508: Highway,52100: Total G&A SERVICES,STREET SWEEPING,0,8416,185000,185000,185000
962,101: City General,EXPENSES,Department of Public Works,101-508: Highway,52880: Total OTHER CAPITAL EXPENSES,STRUCTURES & IMPROVEMENTS,78424,25042,100000,100000,100000
963,101: City General,EXPENSES,Department of Public Works,101-508: Highway,53500: Total OTHER SERVICES,MISC. EXPENSES,8631,3294,25000,15000,15105
964,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54000: Total OFFICE SUPPLIES,STATIONERY,261,0,0,0,0
965,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54000: Total OFFICE SUPPLIES,SMALL TOOLS   SHOP SUPPLIES,8673,11625,15000,12000,12084
966,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54280: Total BRIDGE MAINTENANCE,ASPHALTIC PRODUCTS,82847,78096,100000,85000,85595
967,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54700: Total OTHER SUPPLY,CEMENT PLASTER & PRODUCTS,8478,6285,20000,10000,10070
968,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54700: Total OTHER SUPPLY,HOUSEKEEPING SUPPLIES,15671,15727,25000,16000,16112
969,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54700: Total OTHER SUPPLY,LUMBER AND HARDWARE,2041,637,7500,4000,4028
970,101: City General,EXPENSES,Department of Public Works,101-508: Highway,54700: Total OTHER SUPPLY,UNIFORMS/WEARING APPAREL,47650,38655,50000,50000,50350
971,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,50000: Total PERSONNEL SALARIES,OVERTIME,306,0,0,0,0
972,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,50000: Total PERSONNEL SALARIES,SNOW REMOVAL OVERTIME,505395,200879,500000,500000,500000
973,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,52910: Total R&M OTHER,MAIN & SERVICE,0,6060,0,0,0
974,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,53010: Total RENT EQUIPMENT,RENTALS NO CLASSIFIED,606309,98774,600000,600000,600000
975,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,53500: Total OTHER SERVICES,MISC. EXPENSES,182518,96771,105000,105000,105000
976,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,54200: Total COMMUNICATION DEPT SUPPLIES,CONST & MAINT SUPPLIES,120129,100250,250000,250000,250000
977,101: City General,EXPENSES,Department of Public Works,101-510: Snow Removal,54700: Total OTHER SUPPLY,MATERIALS SNOW & ICE REMOVAL,507168,313450,723500,723500,723500
978,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,SALARIES,353634,335643,424409,469408,474102
979,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,OVERTIME,86870,65160,80000,80000,80000
980,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,SICK LEAVE,12803,8218,0,0,0
981,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,VACATION,24051,11248,0,0,0
982,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,CALL BACK,762,3116,0,0,0
983,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,HOLIDAY,28443,21399,0,0,0
984,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,LONGEVITY,12138,12768,13966,11746,11863
985,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,50000: Total PERSONNEL SALARIES,DIFFERENTIAL PAY,30,0,0,0,0
986,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,11942,12441,9264,9264,9264
987,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,53572,60577,46800,46800,46800
988,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,123005,114636,121064,119448,125695
989,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,40551,34860,44175,42164,42586
990,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,42469,45722,35384,37440,39099
991,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,134279,103906,132218,152820,155876
992,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,52880: Total OTHER CAPITAL EXPENSES,STRUCTURES & IMPROVEMENTS,9399,37105,50000,50000,50000
993,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,54000: Total OFFICE SUPPLIES,SMALL TOOLS   SHOP SUPPLIES,4879,7138,10000,7000,7049
994,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,54200: Total COMMUNICATION DEPT SUPPLIES,CONST & MAINT SUPPLIES,14551,10725,15000,15000,15105
995,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,54270: Total HIGHWAY DEPT,GRAVEL SAND,2671,1770,7000,3000,3021
996,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,54290: Total SNOW REMOVAL,SPECIAL CASTINGS,22940,12720,60000,40000,40280
997,101: City General,EXPENSES,Department of Public Works,101-511: Sewer Construction,54700: Total OTHER SUPPLY,CEMENT PLASTER & PRODUCTS,480,0,0,0,0
998,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,SALARIES,302360,350959,388734,436636,441002
999,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,OVERTIME,22247,17496,3000,3000,3000
1000,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,SICK LEAVE,16454,14324,0,0,0
1001,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,VACATION,37334,27900,0,0,0
1002,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,CALL BACK,344,0,0,0,0
1003,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,HOLIDAY,24971,25736,0,0,0
1004,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,50000: Total PERSONNEL SALARIES,LONGEVITY,16998,17660,18893,20169,20371
1005,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,7029,7213,9324,9324,9324
1006,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,29964,35868,36400,36400,36400
1007,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,114812,128404,111367,133800,140798
1008,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,35182,35674,35889,37013,37383
1009,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,24666,26320,27520,29120,30410
1010,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,84782,81921,103622,120492,122902
1011,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,52910: Total R&M OTHER,REPAIRS TO AUTOS & TRUCKS,152567,137796,150000,0,0
1012,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,52910: Total R&M OTHER,REPAIRS TO OTHER EQUIPMENT,3605,1473,6000,6000,6042
1013,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,54270: Total HIGHWAY DEPT,LUBRICANTS,9456,12126,10000,15000,15105
1014,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,54700: Total OTHER SUPPLY,AUTO PARTS,0,0,0,150000,151050
1015,101: City General,EXPENSES,Department of Public Works,101-515: Garage R&M Equipment,54700: Total OTHER SUPPLY,TIRES,30859,26367,30000,30000,30210
1016,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,50000: Total PERSONNEL SALARIES,SALARIES,169645,96504,172712,206982,209052
1017,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,50000: Total PERSONNEL SALARIES,OVERTIME,10365,5260,5000,5000,5000
1018,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,50000: Total PERSONNEL SALARIES,SICK LEAVE,10524,6817,0,0,0
1019,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,50000: Total PERSONNEL SALARIES,VACATION,15231,4961,0,0,0
1020,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,50000: Total PERSONNEL SALARIES,HOLIDAY,13378,6749,0,0,0
1021,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,50000: Total PERSONNEL SALARIES,LONGEVITY,7625,6309,0,0,0
1022,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,4795,2358,4656,4656,4656
1023,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,14891,9067,15600,15600,15600
1024,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,62409,35947,55705,37452,39411
1025,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,17257,9342,17492,17364,17538
1026,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,11659,8122,11792,12480,13033
1027,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,66837,29784,41697,43800,44676
1028,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,52910: Total R&M OTHER,MAIN & SERVICE,44380,43019,50000,50000,50350
1029,101: City General,EXPENSES,Department of Public Works,101-516: Parking Administration,53400: Total CONTRACT SERVICES,PRIVATE CONTRACTORS,374934,306320,375000,273510,275425
1030,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,50000: Total PERSONNEL SALARIES,SALARIES,352809,366401,292114,378540,382325
1031,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,50000: Total PERSONNEL SALARIES,SALARIES-TEMPORARIES,99221,98753,94500,94500,94500
1032,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,50000: Total PERSONNEL SALARIES,SICK LEAVE,18193,11736,0,0,0
1033,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,50000: Total PERSONNEL SALARIES,VACATION,27011,16994,0,0,0
1034,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,50000: Total PERSONNEL SALARIES,HOLIDAY,24864,22092,0,0,0
1035,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,50000: Total PERSONNEL SALARIES,LONGEVITY,8317,8378,8576,8568,8654
1036,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,3566,2917,3456,3456,3456
1037,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,2500,1750,1750,0,0
1038,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,9089,9973,13650,13650,13650
1039,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,117652,115150,88266,119988,126263
1040,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,40462,39233,38994,39521,39916
1041,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,7481,7528,10322,10920,11404
1042,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,32231,22973,29189,33792,34468
1043,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,876570,813278,960000,960000,966720
1044,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,53100: Total TRAVEL & ENTERTAINMENT,TRANSPORTATION OF PERSONS-TRAINING,86,0,3000,3000,3000
1045,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,53200: Total PROFESSIONAL FEES,MISCELLANEOUS PROFESSIONAL SERVICES,0,0,3500,3500,3525
1046,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,53500: Total OTHER SERVICES,MISC. EXPENSES,1882,0,3500,3500,3525
1047,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,1000,1007
1048,101: City General,EXPENSES,Office of Economic Opportunity,101-909: Office of Economic Opportunity,55000: Total OTHER EXPENDITURES,GRANT EXPENDITURES,157500,141923,250000,250000,250000
1049,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,50000: Total PERSONNEL SALARIES,SALARIES,1397929,1508409,1519895,1839233,1857625
1050,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,50000: Total PERSONNEL SALARIES,OVERTIME,4496,8238,9200,0,0
1051,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,50000: Total PERSONNEL SALARIES,SICK LEAVE,50067,74090,0,0,0
1052,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,50000: Total PERSONNEL SALARIES,VACATION,106199,90104,0,0,0
1053,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,50000: Total PERSONNEL SALARIES,HOLIDAY,105321,114898,0,0,0
1054,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,50000: Total PERSONNEL SALARIES,LONGEVITY,50538,54268,50747,46476,46941
1055,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,25053,26317,27432,27432,27432
1056,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,84353,94434,106470,106470,106470
1057,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,490139,538291,451121,560892,590227
1058,101: City General,EXPENSES,Planning & Urban Development,101-908: Planning & Urban Development,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,128390,137451,146987,150749,152256
